review_es,sentiment
Esta es una gran película con un ataque increíble.Crispen Glover está en su extraño.Su guitarra solista es increíble.También ten cuidado con un cameo de William Burroughs.Verdaderamente un clásico de culto.Esto está en mi lista de diez primeros.No te pierdas esta película torcida.,positive
"Maya es una mujer sin intereses.Ella solo sueña con su vida lejos y se pregunta, por qué no se siente satisfecha.Este podría ser un tema interesante.Eso necesitaría una buena historia, un bonito entorno y buenos diálogos.No tiene ninguno de estos.Esta película es totalmente aburrida.Solo hay longitudes y sin clímax. El único clímax es Shahrukh Khan.Pero aunque soy un gran fanático de suyo, no pude soportar esta película.Incluso él no puede hacer que esta película salga.La película no es tan mala como ""rey tío"" y, si eres un fanático de la casa de arte o como es lento, quizás quizás le guste.No es gracioso, no es interesante, no está atrapando.Mi recomendación: No lo mires.",negative
"Esta es una mala película.Ninguno de los malos malos tampoco.Este es un pésimo malo.En realidad fue doloroso mirar.La dirección era horrible, con un montón de saltos y los tonos verdes y amarillos utilizados en toda la película hacen que los personajes parezcan enfermos.Keira Knightly no era convincente como una polla dura, y no puedo creer que Lucy Liu y Mickey Rourke firmen para este desperdicio criminal de celuloide.El guión era terrible y la actuación era como las uñas a través de una pizarra.Si no lo has visto, no lo hagas.No te estás perdiendo nada y solo desperdiciará dos horas de su vida viendo este drivel. He visto películas malas antes e incluso los disfruté debido a sus fallas.Este es solo una pérdida de tiempo.",negative
"Esta es una excelente película y deseo que lo expresen en DVD para que las personas puedan comprar.Es difícil tratar de atraparlo en la televisión todo el tiempo.Como no sabe cuando una de las estaciones decidirá el aire.¿Puede alguien decirme qué compañía de archivos lo hace para que pueda escribirles y ver si lo liberarán al público?Solo atrapé la última hora y media ayer y solo pude verla una vez el año pasado.Mis hermanas y yo todos lo están buscando en cada tienda que vende cualquier videos.John Denver es un excelente cantante y actor y la línea de la trama es excelente.Apagan algunas películas mucho más antiguas y creo que eso es genial, pero hay bastantes que no han apagado y creo que si pudiéramos contactar a los productores y la voz, nuestras solicitudes podríamos conseguir que algunos de ellos se pongan en DVD.",positive
"Esta película simplemente no vale la pena el tiempo o el dinero gastado.Lleno de clichés y una parcela que no tiene absolutamente ningún sentido!No puedo creer que tantas personas han dado esta multa horrible un 10. Mi conjetura es que son los Stooges del Movie Maker.Si pudiera dar a esta película un cero, lo haría.Demasiado malo IMDB no permite eso.La única razón por la que lo vi porque fui con un amigo que realmente quería verlo.Lo que es triste es que nunca tuve grandes expectativas de esta película para comenzar y, sin embargo, me sentí corta.Toma mi palabra, no pierdas tus $ 8 en esta pieza de basura.El único entretenimiento que salí de la película se burlaba del nombre de los directores.En total, altamente recomendado!",negative
"Dejando de lado el ""Estoy tan seguro"" y ""Totalmente Gnarly"", este es uno de los romances más dulces y realistas retratados en la película.Deborah Foreman (¿dónde está ahora?) Como Julie y Nicolas Cage, ya que Randy son tan clásicos como Romeo y Julieta, Tony y María, Jake y Samantha ... No puedes evitar enamorarme de ellos.Además de la banda sonora: los plimsouls, chispas, los pieles, los coquetos, y, por supuesto, el inglés moderno, también es excepcional.Para los fanáticos de las películas sobre el amor joven, lo recomiendo igualmente la película reciente de todas las chicas reales de David Gordon Green.",positive
"It started out with an interesting premise I always like Civil War stuff and ancient secret societies The more the film progressed, the more I realized that this was a B movie at best In the latter half, it quickly became a C movie, then D, then F, then ""I wish that this wasn't a rental so that I could put it in the microwave!"" I can't say that the acting in all cases was awful, just most The writing, however I never read the book Maybe the book is well written The screenplay was written by a 10 year old It was ridiculously shallow, the dialog drab and uninteresting, the characters about as interesting as a 5 pound bag of fertilizer I really hated this movie, as did my wife I am a Christian and I have no problem with movies that promote or support Christianity This movie did a great disservice to the cause Awful, terrible, worthless If you liked it, I strongly recommend Superman 4",negative
"Una película que es tanto una película de Wardeners de 30 en una época en que cada estudio tenía un aspecto y un estilo particular a su producción, a diferencia de hoy, donde simplemente obtener audiencias es el objeto. Curitz fue uno de los directores de la casa de Wardeners, que trabajaban con una economía estricta y Gran eficiencia, mientras crea calidad, métodos de trabajo que eran en gran medida los requisitos de un director en Warners, un estudio que era uno de los ""grandes cinco"" mayores en esta era que produce películas de calidad para sus grandes cadenas de los teatres. Aunque tenemos un Configuración de las clases altas en Long Island, está el estilo de Wardener genérico incrustado aquí con una narrativa que podría haber sido ""desgarrada de los titulares"". Otro ejemplo es el momento en que los fotógrafos comentan las patas de las niñas al principio de la película y ella comenta que ""no son los trofeos"" le da a la película a un hombre más trabajador, a la tierra, para estos fueron las audiencias de las que se dirigían las cuidas. En la Gran Depresión. (Irónicamente, Columbia y Universal fueron los dos menores en virtud de estas cinco carreras hasta los años 50, cuando su participación en la televisión cambió su fortuna, habrían hecho algo como esto muy barato y sin el talento pulido y el gran talento), Curtiz ha creado desde un excelente guión a Película que se mueve a lo largo de un ritmo rápido mientras mantenía al espectador con grandes ángulos de cámara y edición rápida. Gracias a los cielos, no hay una subcartida de interés de amor soutpy, por lo que la diversión puede seguir rodando.",positive
"Recibí este DVD hace mucho más de 2 años y solo decidí verlo ayer. No sé por qué me tomó tanto tiempo como yo me guste el inspector Gadget Show e incluso el nuevo gadget y los Gadgetinis. Si bien puede tener una paleta de colores brillante y toda la sofisticación técnica de una película animada moderna, hay algunas cosas viejas que faltan que muestran este gadget en el inodoro. First of all the Classic Inspector Gadget Theme Song y la música está completamente ausente. El compositor trata de comprometerse haciendo una puntuación que suena similar, pero aún no es lo suficientemente bueno. El Gadget-Mobile ahora es un automóvil que habla, no un automóvil que puede convertirse en una camioneta. Además, se ve mucho más lindo y ronda en lugar de ser fresco. Penny ya no tiene su libro de computadora y ella y el cerebro apenas hacen una apariencia en absoluto. La trama no existe. Hay algo acerca de una fórmula de transformación y una garra del médico que usa para algunos nunca revelados, pero eso es todo lo que tengo. Lo que el trato fue con el tipo italiano corto / gigante que nunca lo sabré. No tenía nada que ver con nada. Y si el título es algo para pasar, su último caso se envuelve de ninguna manera. Y se queda en la Fuerza, así que por qué se llama 'Último caso' es un misterio también. No me impresionó en absoluto. Esta es una AFRONT a un gran espectáculo animado que está extrañamente ausente en DVD, pero no dejes que lo apuntan a comprar cualquier DVD de gadgets del inspector que pueda. Vendí estos meros segundos después de haberlo visto finalmente. Ningún niño le gustará ni apreciará esto y ningún fanático del viejo programa con tolerarlo.",negative
"Este episodio de Buffy fue uno de mis favoritos personales.También el número tres de los favoritos personales de Joss también.El episodio presentó muy poco diálogo y, a pesar de que la buena gente de Emmy decidió que merecía una nominación.Lamentablemente no ganó.Cuando Hush se estrenó por primera vez que recibió alrededor de 6 millones de espectadores, que fue el episodio más alto de la temporada cuatro.Eso deberia decirte algo.A pesar de que había muy poco hablado logró intrigar a las personas lo suficientemente para sintonizar. Esos personajes de caballeros (que se jugaron mis mimos) fueron algunas de las criaturas más aterradoras que ha producido el espectáculo (o cualquier programa de televisión de red que he visto).Nada es espeluznante, entonces un grupo de hombres dientes plateados que vienen a ti con un bisturí mientras sonríes.Creo que a pesar de la falta de diálogo, los actores hicieron un trabajo fantástico en el episodio.",positive
"Bulletproof es claramente una película desechable.El tipo donde la bala llena de buenos chicos y malos chicos se tocan en todas partes, tanto que realmente no se supone que no debes verlos como humanos.Los bostezos entre las líneas de Wayans y Sandler son extensos de hecho.Se esfuerzan con fuerza, pero, alas y alack, la persona en sí no hace una buena película.Jimmy Caan juega un villano ingenioso, pero siempre ha tenido ese borde de Redneck al listo.La escena de mi favorita es la repetida clips de un anuncio de TV en el que Caan revela que las virtudes de América se pueden mostrar al mundo con 2 autos en cada garaje.Aparte de eso es una película de amigos con armas para los cerebros.Pasa en este.",negative
"Creo que esta película fue hecha tan buena como podría haber sido.Con solo 4 meses y un presupuesto de 52000 $, me sorprende que esto no fuera peor.Si no desea preocuparse por el CG o los efectos especiales, esta película es GRANDE.OKAY, la película no está tan bien hecha (estoy seguro de que podría haber sido, pero intentas hacerlo mejor en solo 4 meses) pero elLa historia es buena y la película es bastante emocionante. No confíes en mí cuando digo que esta película es buena, porque también encuentro que el rey Kong de 1933 es bueno. Debo confesar que tampoco vi la película completa... podría haber reenviado rápido unos minutos aquí y allá ...",positive
"Di a estas 4 estrellas porque tiene muchos temas interesantes que muchos aquí ya han mencionado. De la violencia doméstica, a la sexualidad y muchos de los tabúes en el mismo. Fuera de la Gore, realmente no llamaría tanto a este horror, ya que en la ciencia ficción. Es una sombría, deprimente y desesperada. Si bien no me importa un final menos que alegre, estoy muy cansado de los ""humanos chupan"" el cliché que es fundamental para cada película. Sé que no puedes obtener un título de arte liberal hoy sin inclinarse ante la alteración del odio a sí mismo como miembro de la raza humana, sino cómo ""Bout como escritor / director, pretendemos que somos diferentes que todos los demás en el paquete y ¡Note que los alienígenas que matan a la raza humana son malvados! En este momento, si está leyendo esto y cree que la humanidad merece morir, simplemente salga, encuentre un lago y nade hasta que sus brazos estén cansados. De esta manera, no estará cerca para dirigir la próxima película o escribir el siguiente libro que me diga que merezco morir por estar vivo. Es tonto, no es reflexivo y aburrido.",negative
"Una de mis películas favoritas de todos los tiempos, nunca.Simplemente hermoso, lleno de emoción humana, ingenio, humor, inteligencia.La historia crece, al igual que la lección de la vida, solo una película maravillosa de muchas maneras. El reparto también es fantástico ... una gran selección del mejor talento británico.Los amé a todos por cada elemento diverso traído en la película. Italey tiene que ser uno de los lugares más románticos para formar una historia como esta, - todo sobre esta película funciona.Me encanta :)",positive
"Esta es una película realmente mediocre en la vena de ""Buckaroo Banzai"".El elenco corre como ""Mad Max"" Wannabes, y parecen estar compartiendo una broma que no quieren compartir con la audiencia.Wheeler-Nicholson es una de las actrices de placer culpables que está encantado de tropezar con películas, pero no vale la pena el precio del alquiler.Space Maggot comienza un incendio eléctrico, y quema un voto de 4.",negative
"Siendo un estudiante de secundaria, tengo que tomar una clase de salud.Este año, el tema es drogas.Aprendemos sobre el daño que pueden causar una persona.De lo que hablamos, todavía creo y sé que las drogas realmente pueden arruinar a una persona.De todos modos, mi profesor quiso que veamos esto.Naturalmente, gemiremos y empezamos a dormir, pero al igual que el resto de mi clase, en realidad disfruté de esta película.Era totalmente real, y no recubierto de azúcar en absoluto.Los personajes fueron increíbles y creíbles.Incluso la trama fue sobresaliente realista y creíble.Lo que me gustó sobre esta película, principalmente fue cómo se puso el punto de que los medicamentos del efecto pueden enfrentar a un abusador, y las consecuencias con la que la persona tiene que tratar.Todos se aseguran de que no les sucederá nada malo.Bueno, vamos a ser graves.Cualquier cosa puede pasar en una pequeña ciudad, incluso a su mejor amigo, como Sam y Chris.Esta película lo muestra.Una persona realmente puede aprender mucho de ver esto.Fue bastante efectivo.",positive
"This movie is good for entertainment purposes, but it is not historically reliable If you are looking for a movie and thinking to yourself `Oh I want to learn more about Custer's life and his last stand', do not rent `They Died with Their Boots On' But, if you would like to watch a movie for the enjoyment of an older western film, with a little bit of romance and just for a good story, this is a fun movie to watchThe story starts out with Custer's (Errol Flynn) first day at West Point Everyone loves his charming personality which allows him to get away with most everything The movie follows his career from West Point and his many battles, including his battle in the Civil War The movie ends with his last stand at Little Big Horn In between the battle scenes, he finds love and marriage with Libby (Olivia De Havilland)Errol Flynn portrays the arrogant, but suave George Armstrong Custer well Olivia De Havilland plays the cute, sweet Libby very well, especially in the flirting scene that Custer and Libby first meet Their chemistry on screen made you believe in their romance The acting in general was impressive, especially the comedic role ( although stereotypical) of Callie played by Hattie McDaniel Her character will definitely make you laughThe heroic war music brought out the excitement of the battle scenes The beautiful costumes set the tone of the era The script, at times, was corny, although the movie was still enjoyable to watch The director's portrayal of Custer was as a hero and history shows this is debatable Some will watch this movie and see Custer as a hero Others will watch this movie and learn hate himI give it a thumbs up for this 1942 western film",positive
"¡Esta película me ha hecho molesto!Cuando pienso en gato en el sombrero.Estoy pensando en gato en los libros de sombrero.Ya sabes, el uno de unos pocos años atrás que los padres leen a sus hijos.Bueno, ¡aunque esta película sería mucho así!¡Pero mucho para mi sorpresa no fue nada como los libros!Inst ido es más como una película de humor adulto joven.En una parte, el gato está hablando con una herramienta de jardinería (azada), el gato les habla como si fuera su azada (Humor de adultos de Agin).El nombramiento de su auto, todo, así que, así que era un poco apastante para una película para niños.Bajo la calificación encontrarás: humor de cude leve y algunos entusiastas dobles.Creo que en resumen esto significa humor adulto.¡Ojalá pudiera volver esta película!Wal-Mart dijo que no harían porque la película ha sido abierta.Si está pensando en comprar esto, le sugiero que tal vez alquile antes de comprar.",negative
"Mickey Rourke hunts Diane Lane in Elmore Leonard's Killshot It is not like Mickey Rourke ever really disappeared He has had a steady string of appearances before he burst back on the scene He was memorable in: Domino, Sin City, Man on Fire, Once Upon a Time in Mexico, and Get Carter But in his powerful dramatic performance in The Wrestler (2008), we see a full blown presentation of the character only hinted at in Get Carter Whenever we get to know him, Rourke remains a cool, but sleazy, muscle bound slim ballThis is an Elmore Leonard story, and production Leonard wrote such notable movies as taunt western thriller 3:10 to Yuma, Be Cool, Jackie Brown, Get Shorty, 52 Pick-Up, and Joe Kidd This means that we get tough guys, some good, some not so goodIt also means we get tight, realistic plots with characters doing what is best for them in each situation, weaving complications into violent conclusions Killshot is no different Tough, slim ball killer Rourke stalks unhappily married witness Lane Think History of Violence meets No Country for Old Men It is not as intense, bloody or gory as those two, but it is almost as good If you like those two, including David Croneberg's equally wonderful Eastern Promises, you will like Killshot alsoDirector John Madden has not done a lot of movies His last few were enjoyable, if not successful: Proof, Captain Corelli's Mandolin and Shakespeare in LoveDiana Lane hasn't had a powerful movie role since she and Richard Gere gave incredible performances in Unfaithful Lately she is charming and appealing in romantic stories such as Nights in Rodanthe, Must Love Dogs, and Under the Tuscan Sun Here she is right on mark, balancing her sexy appeal with reserved tensionThis is a small part for Rosario Dawson Yet Dawson does a good job with it You see a lot more of Lane, including an underwear scene to rival Sigourney Weaver in Aliens and Nicole Kidman in Eyes Wide ShutWhile you are in the crime drama section, also pick up Kiss, Kiss, Bang, Bang, and Gone Baby Gone, and Before the Devil Knows Your Dead The last has wonderful performances by Phillip Seymour Hoffman, Ethan Hawke, Marisa Tomei and Albert FinneyKillshot flopped at the box office More is our luck It is certainly worth a 3-4 dollar rental, if you like this genre 6/20/2009",negative
"""Müllers Büro"" es una película que muchos mirarán y disfrutarán hasta el final, mientras que otros dejarán de verlo en cinco minutos. Es una parodia de películas de detectives con todos los giros y giros; La acción se lleva a cabo solo por la noche en los rincones oscuros de una ciudad que se parece a la ciudad de Gotham de Batman (mira con cuidado a las calles, edificios, el auto de la policía persiguiendo a los delincuentes, etc.). También es una parodia de musicales con sus personajes realmente divertidos, como el secretario de Müller y el amante de VitEsek (The Actor Tocando a Müller, Asistente de Müller) que hacen todo lo posible por cantar, aunque no con mucho éxito. Los espacios ocupados por los personajes tienen su propia presencia en el Película como la decadente caja azul (hay un verdadero club con este nombre en Viena) donde se puede ver a un marinero golpeando a una chica en el fondo, el apartamento de Müller con la pintura negra manchada en las paredes y la cocina sucia, la oficina de Müller. con la dulce imagen de su asistente, etc. Los momentos cómicos en la película son muchos e incluyen el tipo de humor ""plana en la cara"" como Müller Farting en la cara de su asistente, la prostituta que carga Müller extra por el orgasmo, los trajes ridículos de Los matones femeninos de Montana, etc. Una película legendaria de los años 80 es especialmente para aquellos interesados ​​en el cine austriaco o alemán.",positive
"Peter Sollett ha creado un retrato entrañable sobre las personas reales que viven en la pobreza en el lado este de Nueva York, o Loisaida, ya que es conocido por los locales.mr. El corazón de Sollett está en el lugar correcto, ya que examina esta familia disfuncional, que es típica de las diferentes ""ciudades internas"" del país. El Sr. Sollett acentúa lo positivo en la historia que presenta. Estos son básicamente buenos niños, los hijos de los padres que los han dejado y cuya abuela ha tomado bajo su ala. En lugar de presentar a sus personajes como perdedores, el Sr. Sollett muestra un lado positivo que todos tienen. Estos niños no están en drogas, o están robando porque son pobres. Si Hollywood hubiera visto esta historia, habríamos visto un desfile de estereotipos, en lugar de niños que luchan, pero en el fondo, no están derrotados. El Victor Rasuk, como Victor Vargas, fue una revelación. Él es un natural. Así es Julio Marte. Su personaje nos muestra una chica sin tonterías que no serán engañadas o impulsadas para hacer nada que ella no quiere hacer. Altagracia Guzmán, como la abuela es excelente. Ella transmite su frustración al no poder dirigir a sus nietos a las cosas que cree y eso es tan importante para ella. En general, esta fue una excelente foto gracias a Peter Sollett.",positive
"La larga lista de nombres ""grandes"" en esta película (incluidos los omnipresentes, John Mills), no lo hicieron, en la medida en que no pude juzgar la película sobre sus méritos reales.Está lleno de estereotipos, caricaturas y estándares, escenas fijadas, desde el Humble Air-Ace Hero hasta el folleto de yanquín de boca fuerte.La pista de música fue tal que en un momento, aproximadamente una hora antes del final, pensé que la película había terminado: ruidoso, levantando a Crescendo, Grand Flurish y terminó entonces silencio, ¡pero luego la película continuó!No encontré una historia real, escritura al azar, pero uniformes inteligentemente presionados y el bonito Jean Simmons (trabajo preescolar) con un pequeño ditty conmovedor.No puedo decir que esta imagen tiene alguno de los ingredientes que hacen que una película sea genial.Lo encontré maudlin, mawkish y menor.",negative
"Me encantan las películas de Jurassic Park, son tres de mis películas favoritas de todos los tiempos. Y odio este juego, si hubiera un juego, desearía que nunca poseo para el Super Nintendo fue este. ¿Cómo puede un juego basado en una película clásica?ser demasiado horrible?Y para hacerlo peor, fui asustado de este juego cuando era un niño. Cómo era tonto, pero de nuevo era un niño cuando este juego fue el primero en salir. El juego en este juego es simplemente extraño.Un minuto es un juego de acción y luego es un tirador.Lo que en el mundo está mal con la decisión de hacer un videojuego. El sonido en el juego es solo terrible para escuchar. La música está demasiado enferma para escuchar. Los controladores en el juego no funcionan la mayoría de losTime.Jurassic Park El juego es solo una pérdida de tiempo y dinero y no será un clásico. Avoide a todos los costos.",negative
"Por completo inútil ... habiendo estado allí, hecho que con el tema tengo que decir que esto captura la atmósfera de los clubes en absolutamente ningún respeto.Puede haberlo hecho, así que los personajes no solo hubieran sido boquillas para un drivel increíblemente grave, poco realista.Muchas escenas adheridas que pondrían a la oficina a vergüenza (no un cumplido con esta película).También puede haber ayudado a tener cierta apariencia de una historia, un punto, un mensaje, un comentario, cualquier cosa.En serio, Kevin y Perry van más grandes, tenían más que decir sobre el tema que esta película (término usado muy libremente en este caso).Debe haber números menos reservados para películas como esta.-10 (EXTRA TURD)",negative
"Los rebeldes salvajes son divertidos de una manera mala, pero también frustrantes debido a los elementos reales, o al menos trabajables, en la historia. Se ocupa de un conductor de carreras (Steve Araimo) que se conforma en un grupo de ciclistas llamados los ángeles de Satanás, que cuelgan mucho hasta que deciden robar un banco. Mientras tanto, Alaimo también es reclutado por la policía para informarles de qué están haciendo los ángeles y dónde robarán a continuación. Ni siquiera es que la película está realmente ""anticuada"", aunque, por supuesto, lleva la música significativamente cruda y estúpida en la película (de la banda en el escenario en una escena, a Araimo ""actuando"" si pudiera llamar a ese Drek que , a la puntuación genérica regular). Es solo que el cineasta no tiene más cuidado en poner un poco más de lógica, dirección y mejores actores de las partes. Como si no tuve un gran disgusto hacia la película, como lo hice con los Hellcats, pero casi me dejó un poco indiferente a todo, también. Lo que podría pasar por ser impredecible solo viene a través de cosas estúpidas como el nombre de la ciudad de Florida ('Citrusville' Ho-Ho). Así que no es completamente inapropiado, entonces de su estado de ciencia misterioso 3000 en el estado de los últimos tiempos. El comentario es bueno en la película, incluso si una o dos veces casi quisiera escuchar lo que decían los personajes en la pantalla en caso de que pudiera tener algún valor. Los rebeldes salvajes pueden ser más de un buen momento si tienes un paquete de seis y bajas expectativas, pero como lo es, no lo vería de nuevo.",negative
"He visto esta película dos veces, ambas veces en Cinemax.La primera vez en la versión sin clasificar, que es una pornografía suave, la mejor y la segunda vez en una versión recortada (corte todo el sexo y la mayor parte de la desnudez) que fue entretenida en una especie de película típica de playa.de camino.La versión no clasificada tiene una escena de sexo tremenda con Nikki Fritz, un tipo y una botella de aceite que está fuera de este mundo (sin juego de palabras).Desafortunadamente, en la versión recortada que la escena está casi completamente cortada, al igual que todas las demás escenas de sexo.Calificado o sin clasificar es aún divertido ver a todos los hermanos de las estrellas más grandes (Stallone, Sheen, Travolta, etc;) tratando de actuar.También obtendramos apariciones por B-Queen Linnea Quigley y Burt Ward (Robin de la antigua serie Batman).",positive
"If this is someone's ""favorite"" movie, they need some serious help There is nothing funny or clever about this crapfest I haven't seen the original movie this is the remake of (some 1950s film), but it simply has to be better than this newer bastardizationA major gets kicked out of the military for being a fringe element, and winds up teaching children at an ROTC school Unfortunately, the major is Daman Wayans so the children are in for a world of annoying, humorless asininity Can Wayans whip these losers into shape? Can they get him to become a little more human? The film bombs as most Wayans films do, with only a few sparkling moments William Hickey gets about one minute of screen time, fair too little This charming old man (known best to me as a ""Tales from the Crypt"" actor, known best to you as Uncle Louis from ""Christmas Vacation"") shines every moment he's on screen, which isn't much hereBam Bam Bigelow also makes an appearance as a biker, which fits him perfectly I wouldn't mind slightly more Bam Bam, but I think he carried the role of ""biker"" about as far as it could be carried for a military filmAnd then there's the attractive teacher, who someone falls for Major Payne even though he treats the kids poorly, has no social skills and is simply impossible to convert into someone you would want to spend time with She must either be incredibly stupid or incredibly desperate I'm not sure which (though it would seem ""stupid"" since the movie makes it clear she gets out of the house often enough)Wayans had one shining moment: a dance sequence where he performs a series of moves (including a very nice ""robot""), and with the help of music from 2 Live Crew This scene was enjoyable but hardly made up for anything else that made this film dog spittleSeriously, avoid this film If you want to see a film a bout a loser who helps loser kids become heroes, rent or buy ""Ernest Goes to Camp"" At least he's a lovable loser, and actually funny Maybe if Major Payne had fought a badger I'd feel better, but he didn't Forget Payne, forget Wayans you can do so much better",negative
"Concurto con los otros usuarios comentarios.Difícil de creer que esta película realmente salió en 1994 porque grita a mediados de los 80.Creo que se apodifica porque el sonido y la imagen no siempre coinciden.Si alguien puede decir que esta es una buena película, deben estar encerrados.Es tan triste cómo el dinero tiene tanto poder sobre las personas que harán cualquier cosa para obtenerla.Siento que perdí la inteligencia de observar esto.Solía tener un poco de respeto por Chuck Norris antes de ver esto, pero ahora me siento mal.Compré esto como parte de un paquete de 3 películas por $ 9.99 y, honestamente, puedo decir que habría sido mejor alejando literalmente el dinero.Perdóname a Jesús.",negative
"I have just recently purchased collection one of this awesome series and even after just watching three episodes, I still am mesmerized by sleek styling of the animation and the slow, yet thoughtful actions of the story-telling I am still a fanwith some minor painsThough this installment into the Gundam saga is very cool and has what the previous series had-a stylish satiric way of telling about the wrongs of war and not letting go of the need to have control or power over everything(sound familiar?), I have to say that this one gets a bit too mellow-dramatic on continuing to explain the lives of the main characters and their incessant need to belly-ache about every thing that happens and what they need to do to stop the OZ group from succeeding in their plans(especially the character called WufeiI mean he whines more than an American character on a soap opera Get a counselor,will ya?)Besides for the over-exaggerated drama(I think that mostly comes from the dubbing of the English voice actors), this series is still very exciting and will still captivate me once again I mean it can always be worse It could be like the recent installment, SEEDeeeewwww, talk about mellow-dramaticI'll chat about that one later",positive
"He visto mi parte de las películas de Woody Allen, y si bien no siempre son geniales, generalmente puedes estar seguro de que serás entretenido. Probablemente los últimos buenos eran las balas sobre Broadway ('94) y Podery Afrodita ('95) - Desde entonces, los que he visto han sido irregulares pero que se han podido. Y así, cuando me invitaron a ver a la nueva película Woody Allen Melinda y Melinda, que ni siquiera estaba al tanto, había sido puesta en libertad, continué alegremente. Realmente no había oído mucho al respecto, así que esperaba que me sorprendiera gratamente. Lo que obtuve fue definitivamente la peor película de Woody Allen que he visto. La premisa se explica sobre-explicada, el elenco es terrible, el guión es lento y sin vida. Demasiadas escenas no dijeron nada y, sin embargo, se estiraron, asumo que completar lo que de otra manera se habría convertido en un cortometraje de 15 minutos. No me importa el concepto detrás de esta película: dos directores discuten cómo se podría interpretar una situación simple como una situación simple como un Comedia o una tragedia, y obviamente la película procede a mostrarnos que, al jugar ambos escenarios. El problema es que ninguna de estas 'dos ​​películas' es bueno en absoluto. La comedia no es divertida y la tragedia no es muy trágica. Parece que Allen se le ocurrió una buena idea, pero luego se quedó sin vapor, o tiempo, para completar realmente la película. El nivel general de actuación es notablemente malo también, Will Ferrell es el único que trae nada a la mesa, y Es básicamente una impresión de Allen Woody. Anteriormente, buenos actores como Chloe Sevigny, simplemente se despren, y lo peor del grupo es Radha Mitchell como Melinda (que es una pena, ¡porque su personaje está en casi todas las escenas!). Para ser justos a los actores, el guión que Están trabajando con la falta de que no existe. Definitivamente, de un largo camino desde el Allen, conocemos y amamos de los clásicos como Manhattan o Annie Hall.",negative
"Aunque la premisa de la película implica una gran ""coincidencia"", todos los actores hacen un trabajo acreditable y se ven muy bien traer la historia a la vida.Me encontré apoyando a los personajes jugados por Mary Tyler Moore y Christine Lahti, empatizando con ambos, y queriendo que se reconciliaran.Sam Waterston y Ted Danson también están bien en sus roles, haciendo un trabajo decente con la relación de amigos estereotipados.Mientras la historia tiende a saltar a través del tiempo, de vez en cuando, dejando a la audiencia, quizás un poco de hambre de detalles perdidos, aún fluye y evita cualquier confusión real.Esta historia interesante tiene todos los elementos para una buena ""película de pollitos"".",positive
"Vi esta película, y la obra, y tengo que agregar que esta fue la historia más conmovedora que había visto. Hasta que vi a esta película, no estaba al tanto de cuán terrible que la vida era y probablemente todavía es para los niños y adultos sudafricanos que estaban y viven en esa época. Trajo lágrimas a mis ojos y mucha tristeza con mi corazón que cualquier ser humano debería tener que luchar así solo para mantenerse con vida, y para llevar a los niños salir de esa área y enseñarles a actuar y preformar y derribarlos para decirlos. Su propia historia es simplemente increíble. Esto simplemente supera a un cinco estrellas, lo califico un diez. Gracias, Sr. Mbongeni NGEMA para una historia tan asombrosa. Aunque ha pasado 12 años desde que se le ha dicho esta historia, sigue siendo uno que pone pesado en mi corazón. Si hay un VHS, o DVD, por favor, notifíqueme lo antes posible. PDS No había nada malo con los niños que quieran concienciar sobre sus problemas y condiciones a la atención de otros países con la esperanza de que alguien tuviera un corazón y le ofrezca ayuda.",positive
"¡Y nada de malo en eso!Respalda de manera hábilmente los comentarios de Boblipton y Snow Leopard. Estoy encantado de encontrar esta película está disponible en DVD de EE. UU. - Solo lo he visto a través de una vez, persuadí al Instituto Goethe aquí en Londres para mostrarlo en su temporada de Conrad VeidtHace algunos años, y mucho tiempo para verlo nuevamente. Barrymore es resplandeciente cuando se compromete, como en esta película, posiblemente debido al pinchazo de tener un reconocido actor alemán como una lámina.Y Veidt es un ladrón de escena tan maravilloso (¿no recoge su nariz en un punto?) Esta es una de las películas seminales para conectar 'Dr. Jekyll' con 'Siglo XX', 'Grand Hotel' o 'Mediannight';y 'El gabinete del Dr. Caligari' o 'El alumno de Praga' con 'The Spy in Bladk', 'Contraband' y 'Casablanca'. ¡Viéndolo!",positive
"I've seen this amusing little 'brit flick'many times The only problem is Its currently unavailable on video or DVD I'ts certainly a contender for a DVD release The much missed Richard Jordan plays 'pinky' an Ex-pat American, whose Just been released from prison,he finds himself A job as an Electrician in a bank, it all goes well until he finds Himself Embroiled in a bank heist with his ex cronies, David Niven Plays the mastermind Ivan, Its an enjoyable little romp, hopefully studio canal or anchor bay, will come to the Rescue Look out for john Rhys Davies Before he struck it big with 'shogun' Raiders of the lost Ark 'Lord Of The Rings' In a small role as a barrister,",positive
"No estoy seguro de que esta película pueda coincidir con la primera, incluso si protagonizó a los siete originales (a pesar de que cuatro fueron asesinados).Simplemente no tiene la chispa y la química.Todos los actores parecen cansados y se ven como si estuvieran pasando por los movimientos para obtener su cheque de pago. Es interesante cómo Yul Brynner es ""magnífico"" en la película original, pero rígida y poco convincente en esta secuela.Sin embargo, cuando proteja a Westworld y FutureWorld en la década de 1970, su personaje (en los mismos pantalones negros, camiseta y sombrero) evoca el mismo misterio y presencia de la película de 1960 Chris Adams. No hay nada en esta película de 1966 para que valga la pena verlo.incluso en el cable.",negative
